Denumire medicament,Substanta activa,Lista de compensare,Cod medicament,Formă farmaceutica,Cod ATC,Mod de prescriere,Concentratie,Forma de ambalare,Nume detinator APP,Tara detinator APP,Cantitate pe forma ambalare,Preț maximal al medicamentului raportat la forma de ambalare,Pret maximal al medicamentului raportat la UT,"Contributie maxima a asiguratului raportat la UT, pentru asiguratii care beneficiază de compensare 100% din prețul de referinta","Contributie maxima a asiguratului raportat la UT, pentru asiguratii care beneficiaza de compensare 90% - sublista A, 50% - sublista B, 20% - sublista D din prețul de referinta","Contribuție maxima a asiguratului raportat la UT, pentru asiguratii care beneficiază de compensare 90% din pretul de referinta, pentru pensionari cu venituri de pana la 1.299 lei/luna inclusiv"
LEVETIRACETAM DESITIN 750 mg,LEVETIRACETAMUM,C1,W57148004,"GRANULE ACOPERITE, IN PLIC UNIDOZA",N03AX14,PRF,750mg,CUTIE CU 60 PLICURI UNIDOZA DIN HARTIE/AL/PE CONTINAND GRANULE ACOPERITE,DESITIN ARZNEIMITTEL GMBH,GERMANIA,60,12429,2071500,0000000,0000000,
LEVETIRACETAM DESITIN 250 mg,LEVETIRACETAMUM,C1,W57146002,GRANULE DRAJEFIATE IN PLIC,N03AX14,PRF,250mg,CUTIE CU 30 PLICURI DIN HARTIE/AL/PE CONTINAND GRANULE DRAJEFIATE,DESITIN ARZNEIMITTEL GMBH,GERMANIA,30,2066,0688666,0000000,0000000,
LEVETIRACETAM DESITIN 250 mg,LEVETIRACETAMUM,C1,W57146003,GRANULE DRAJEFIATE IN PLIC,N03AX14,PRF,250mg,CUTIE CU 50 PLICURI DIN HARTIE/AL/PE CONTINAND GRANULE DRAJEFIATE,DESITIN ARZNEIMITTEL GMBH,GERMANIA,50,3509,0701800,0000000,0000000,
LEVETIRACETAM DESITIN 250 mg,LEVETIRACETAMUM,C1,W57146005,GRANULE DRAJEFIATE IN PLIC,N03AX14,PRF,250mg,CUTIE CU 100 PLICURI DIN HARTIE/AL/PE CONTINAND GRANULE DRAJEFIATE,DESITIN ARZNEIMITTEL GMBH,GERMANIA,100,6511,0651100,0000000,0000000,
LEVETIRACETAM DESITIN 750 mg,LEVETIRACETAMUM,C1,W57148003,GRANULE DRAJEFIATE IN PLIC,N03AX14,PRF,750mg,CUTIE CU 50 PLICURI DIN HARTIE/AL/PE CONTINAND GRANULE DRAJEFIATE,DESITIN ARZNEIMITTEL GMBH,GERMANIA,50,13460,2692000,0206200,0206200,
LEVETIRACETAM ACTAVIS GROUP 100mg/ml,LEVETIRACETAMUM,C1,W57729001,SOL. ORALA,N03AX14,PRF,100 mg/ml,CUTIE X 1 FLACON DIN STICLA BRUNA A 300ML PREVAZUT CU SISTEM DE INCHIDERE SECURIZAT PENTRU COPII + 1 SERINGA PENTRU ADMINISTRARE ORALA A 10ML,ACTAVIS GROUP PTC EHF.,ISLANDA,1,6345,63450000,0000000,0000000,
LEVETIRACETAM ACCORD 100 mg/ml,LEVETIRACETAMUM,C1,W66333001,SOL. ORALA,N03AX14,PR,100mg/ml,"CUTIE CU 1 FLAC. DIN STICLA BRUNA, O SERINGA DOZATOARE DE 10 ML CU UN ADAPTOR PT. SERINGA X 300 ML SOL. ORALA",ACCORD HEALTHCARE POLSKA SP. Z O.O.,POLONIA,1,6345,63450000,0000000,0000000,
PREGABALINA TERAPIA 125 mg,PREGABALINUM,C1,W63613001,CAPS.,N03AX16,PRF,125mg,CUTIE CU BLIST. OPA-AL-PVC/AL X 14 CAPS.,TERAPIA S.A.,ROMANIA,14,3853,2752142,1408142,1408142,
PREGABALINA TERAPIA 125 mg,PREGABALINUM,C1,W63613003,CAPS.,N03AX16,PRF,125mg,CUTIE CU BLIST. OPA-AL-PVC/AL X 56 CAPS.,TERAPIA S.A.,ROMANIA,56,6272,1120000,0000000,0000000,
PREGABALINA TERAPIA 125 mg,PREGABALINUM,C1,W63613008,CAPS.,N03AX16,PRF,125mg,CUTIE CU BLIST. PVC/AL X 14 CAPS.,TERAPIA S.A.,ROMANIA,14,3853,2752142,1408142,1408142,
PREGABALINA TERAPIA 125 mg,PREGABALINUM,C1,W63613010,CAPS.,N03AX16,PRF,125mg,CUTIE CU BLIST. PVC/AL X 56 CAPS.,TERAPIA S.A.,ROMANIA,56,6272,1120000,0000000,0000000,
LYRICA 150 mg,PREGABALINUM,C1,W41745001,CAPS.,N03AX16,P-RF,150mg,"CUTIE X 14 CAPS., (BLIST. PVC/AL)",PFIZER LIMITED,MAREA BRITANIE,14,2002,1430000,0668858,0668858,
LYRICA 150 mg,PREGABALINUM,C1,W41745002,CAPS.,N03AX16,P-RF,150mg,"CUTIE X 56 CAPS., (BLIST. PVC/AL)",PFIZER LIMITED,MAREA BRITANIE,56,7355,1313392,0552250,0552250,
PRAGIOLA 150 mg,PREGABALINUM,C1,W61765001,CAPS.,N03AX16,PRF,150mg,CUTIE CU BLIST. PVC-PVDC/AL X 14 CAPS.,"KRKA, D.D., NOVO MESTO",SLOVENIA,14,963,0687857,0000000,0000000,
PRAGIOLA 150 mg,PREGABALINUM,C1,W61765004,CAPS.,N03AX16,PRF,150mg,CUTIE CU BLIST. PVC-PVDC/AL X 56 CAPS.,"KRKA, D.D., NOVO MESTO",SLOVENIA,56,3720,0664285,0000000,0000000,
PREGABALIN ZENTIVA 150 mg,PREGABALINUM,C1,W62053001,CAPS.,N03AX16,PRF,150mg,CUTIE CU BLIST. PVC/AL X 56 CAPS.,"ZENTIVA, K.S.",REPUBLICA CEHA,56,3764,0672142,0000000,0000000,
PREGABALINA AUROBINDO 150 mg,PREGABALINUM,C1,W62312005,CAPS.,N03AX16,PRF,150mg,CUTIE CU BLIST. PVC/AL X 60 CAPSULE,AUROBINDO PHARMA (MALTA) LIMITED,MALTA,60,9540,1590000,0828858,0828858,
PREGABALINA TERAPIA 150 mg,PREGABALINUM,C1,W62572001,CAPS.,N03AX16,PRF,150mg,CUTIE CU BLIST. OPA-AL-PVC/AL X 14 CAPS.,TERAPIA S.A.,ROMANIA,14,4269,3049285,2288143,2288143,
PREGABALINA TERAPIA 150 mg,PREGABALINUM,C1,W62572003,CAPS.,N03AX16,PRF,150mg,CUTIE CU BLIST. OPA-AL-PVC/AL X 56 CAPS.,TERAPIA S.A.,ROMANIA,56,6440,1150000,0388858,0388858,
PREGABALINA TERAPIA 150 mg,PREGABALINUM,C1,W62572008,CAPS.,N03AX16,PRF,150mg,CUTIE CU BLIST. PVC/AL X 14 CAPS.,TERAPIA S.A.,ROMANIA,14,4269,3049285,2288143,2288143,
PREGABALINA TERAPIA 150 mg,PREGABALINUM,C1,W62572011,CAPS.,N03AX16,PRF,150mg,CUTIE CU BLIST. PVC/AL X 56 CAPS.,TERAPIA S.A.,ROMANIA,56,6440,1150000,0388858,0388858,
PREGABALIN ACCORD 150 mg,PREGABALINUM,C1,W62610001,CAPS.,N03AX16,PRF,150mg,CUTIE CU BLIST. PVC/AL X 14 CPAS.,ACCORD HEALTHCARE LIMITED,MAREA BRITANIE,14,1091,0779285,0018143,0018143,
PREGABALIN ACCORD 150 mg,PREGABALINUM,C1,W62610002,CAPS.,N03AX16,PRF,150mg,CUTIE CU BLIST. PVC/AL X 56 CPAS.,ACCORD HEALTHCARE LIMITED,MAREA BRITANIE,56,4223,0754107,0000000,0000000,
PREGABALIN SANDOZ GMBH 150 mg,PREGABALINUM,C1,W62901001,CAPS.,N03AX16,PRF,150mg,CUTIE CU BLIST. PVC/PVDC/AL X 56 CAPS.,SANDOZ GMBH,AUSTRIA,56,3552,0634285,0000000,0000000,
SIRANALEN 150 mg,PREGABALINUM,C1,W63186001,CAPS.,N03AX16,PRF,150mg,CUTIE CU BLIST. PVC/AL X 14 CAPS.,MEDOCHEMIE LTD.,CIPRU,14,917,0655000,0000000,0000000,
SIRANALEN 150 mg,PREGABALINUM,C1,W63186004,CAPS.,N03AX16,PRF,150mg,CUTIE CU BLIST. PVC/AL X 56 CAPS.,MEDOCHEMIE LTD.,CIPRU,56,3552,0634285,0000000,0000000,
SIRANALEN 150 mg,PREGABALINUM,C1,W63186008,CAPS.,N03AX16,PRF,150mg,CUTIE CU BLIST. PVC-PVDC/AL X 14 CAPS.,MEDOCHEMIE LTD.,CIPRU,14,917,0655000,0000000,0000000,
SIRANALEN 150 mg,PREGABALINUM,C1,W63186011,CAPS.,N03AX16,PRF,150mg,CUTIE CU BLIST. PVC-PVDC/AL X 56 CAPS.,MEDOCHEMIE LTD.,CIPRU,56,3552,0634285,0000000,0000000,
LYRICA 150 mg,PREGABALINUM,C1,W64907002,CAPS.,N03AX16,PRF,150mg,CUTIE X 56 CAPS. (BLIST. PVC/AL),PFIZER EUROPE MA EEIG,BELGIA,56,7355,1313392,0552250,0552250,
LYRICA 150 mg,PREGABALINUM,C1,W64907001,CAPS.,N03AX16,PRF,150mg,CUTIE X 14 CAPS. (BLIST. PVC/AL),PFIZER EUROPE MA EEIG,BELGIA,14,2002,1430000,0668858,0668858,
PREGABALIN SANDOZ 150 mg,PREGABALINUM,C1,W65243001,CAPS.,N03AX16,PRF,150mg,CUTIE CU BLIST. PVC/PVDC/AL X 56 CAPS.,SANDOZ GMBH,AUSTRIA,56,3552,0634285,0000000,0000000,
PREGABALIN ACCORD 150 mg,PREGABALINUM,C1,W65702001,CAPS.,N03AX16,PRF,150mg,CUTIE CU BLIST. PVC/AL X 14 CAPS.,ACCORD HEALTHCARE S.L.U.,SPANIA,14,1091,0779285,0018143,0018143,
PREGABALIN ACCORD 150 mg,PREGABALINUM,C1,W65702002,CAPS.,N03AX16,PRF,150mg,CUTIE CU BLIST. PVC/AL X 56 CAPS.,ACCORD HEALTHCARE S.L.U.,SPANIA,56,4223,0754107,0000000,0000000,
PREGABALINA VIVANTA 150 mg,PREGABALINUM,C1,W65823001,CAPS.,N03AX16,PRF,150mg,CUTIE CU BLIST. PVC-ACLAR/AL X 14 CAPS.,"VIVANTA GENERICS S.R.O.,",CEHIA,14,1091,0779285,0018143,0018143,
PREGABALINA VIVANTA 150 mg,PREGABALINUM,C1,W65823002,CAPS.,N03AX16,PRF,150mg,CUTIE CU BLIST. PVC-ACLAR/AL X 21 CAPS.,"VIVANTA GENERICS S.R.O.,",CEHIA,21,1636,0779047,0017905,0017905,
PREGABALINA VIVANTA 150 mg,PREGABALINUM,C1,W65823003,CAPS.,N03AX16,PRF,150mg,CUTIE CU BLIST. PVC-ACLAR/AL X 56 CAPS.,"VIVANTA GENERICS S.R.O.,",CEHIA,56,4223,0754107,0000000,0000000,
PREGABALINA VIVANTA 150 mg,PREGABALINUM,C1,W65823004,CAPS.,N03AX16,PRF,150mg,CUTIE CU BLIST. PVC-ACLAR/AL X 70 CAPS.,"VIVANTA GENERICS S.R.O.,",CEHIA,70,5279,0754142,0000000,0000000,
PREGABALINA VIVANTA 150 mg,PREGABALINUM,C1,W65823005,CAPS.,N03AX16,PRF,150mg,CUTIE CU BLIST. PVC-ACLAR/AL X 84 CAPS.,"VIVANTA GENERICS S.R.O.,",CEHIA,84,6334,0754047,0000000,0000000,
PREGABALINA VIVANTA 150 mg,PREGABALINUM,C1,W65823006,CAPS.,N03AX16,PRF,150mg,CUTIE CU BLIST. PVC-ACLAR/AL X 100 CAPS.,"VIVANTA GENERICS S.R.O.,",CEHIA,100,7160,0716000,0000000,0000000,
PREGABALINA AUROBINDO 150 mg,PREGABALINUM,C1,W66013005,CAPS.,N03AX16,PRF,150mg,CUTIE CU BLIST. PVC/AL X 60 CAPS.,AUROBINDO PHARMA ROMANIA S.R.L.,ROMANIA,60,9540,1590000,0828858,0828858,
LYRICA 150 mg,PREGABALINUM,C1,W66797001,CAPS.,N03AX16,PRF,150mg,CUTIE X 14 CAPS. (BLIST. PVC/AL),UPJOHN EESV,OLANDA,14,2002,1430000,0668858,0668858,
LYRICA 150 mg,PREGABALINUM,C1,W66797002,CAPS.,N03AX16,PRF,150mg,CUTIE X 56 CAPS. (BLIST. PVC/AL),UPJOHN EESV,OLANDA,56,7355,1313392,0552250,0552250,
PREGABALINA TERAPIA 250 mg,PREGABALINUM,C1,W63615001,CAPS.,N03AX16,PRF,250mg,CUTIE CU BLIST. OPA-AL-PVC/AL X 14 CAPS.,TERAPIA S.A.,ROMANIA,14,6704,4788571,2508786,2508786,
PREGABALINA TERAPIA 250 mg,PREGABALINUM,C1,W63615003,CAPS.,N03AX16,PRF,250mg,CUTIE CU BLIST. OPA-AL-PVC/AL X 56 CAPS.,TERAPIA S.A.,ROMANIA,56,10639,1899821,0000000,0000000,
PREGABALINA TERAPIA 250 mg,PREGABALINUM,C1,W63615008,CAPS.,N03AX16,PRF,250mg,CUTIE CU BLIST. PVC/AL X 14 CAPS.,TERAPIA S.A.,ROMANIA,14,6704,4788571,2508786,2508786,
PREGABALINA TERAPIA 250 mg,PREGABALINUM,C1,W63615010,CAPS.,N03AX16,PRF,250mg,CUTIE CU BLIST. PVC/AL X 56 CAPS.,TERAPIA S.A.,ROMANIA,56,10639,1899821,0000000,0000000,
LYRICA 300 mg,PREGABALINUM,C1,W41747001,CAPS.,N03AX16,P-RF,300mg,CUTIE X 14 CAPS. (BLIST. PVC/AL),PFIZER LIMITED,MAREA BRITANIE,14,3614,2581428,0939143,0939143,
PRAGIOLA 300 mg,PREGABALINUM,C1,W61768001,CAPS.,N03AX16,PRF,300mg,CUTIE CU BLIST. PVC-PVDC/AL X 14 CAPS.,"KRKA, D.D., NOVO MESTO",SLOVENIA,14,2213,1580714,0000000,0000000,
PRAGIOLA 300 mg,PREGABALINUM,C1,W61768004,CAPS.,N03AX16,PRF,300mg,CUTIE CU BLIST. PVC-PVDC/AL X 56 CAPS.,"KRKA, D.D., NOVO MESTO",SLOVENIA,56,8131,1451964,0000000,0000000,
PREGABALINA AUROBINDO 300 mg,PREGABALINUM,C1,W62313005,CAPS.,N03AX16,PRF,300mg,CUTIE CU BLIST. PVC/AL X 60 CAPSULE,AUROBINDO PHARMA (MALTA) LIMITED,MALTA,60,17927,2987833,1345548,1345548,
PREGABALIN ACCORD 300 mg,PREGABALINUM,C1,W62611001,CAPS.,N03AX16,PRF,300mg,CUTIE CU BLIST. PVC/AL X 14 CPAS.,ACCORD HEALTHCARE LIMITED,MAREA BRITANIE,14,3374,2410000,0767715,0767715,
SIRANALEN 300 mg,PREGABALINUM,C1,W63187001,CAPS.,N03AX16,PRF,300mg,CUTIE CU BLIST. PVC/AL X 14 CAPS.,MEDOCHEMIE LTD.,CIPRU,14,2085,1489285,0000000,0000000,
SIRANALEN 300 mg,PREGABALINUM,C1,W63187004,CAPS.,N03AX16,PRF,300mg,CUTIE CU BLIST. PVC/AL X 56 CAPS.,MEDOCHEMIE LTD.,CIPRU,56,7664,1368571,0000000,0000000,
SIRANALEN 300 mg,PREGABALINUM,C1,W63187008,CAPS.,N03AX16,PRF,300mg,CUTIE CU BLIST. PVC-PVDC/AL X 14 CAPS.,MEDOCHEMIE LTD.,CIPRU,14,2085,1489285,0000000,0000000,
SIRANALEN 300 mg,PREGABALINUM,C1,W63187011,CAPS.,N03AX16,PRF,300mg,CUTIE CU BLIST. PVC-PVDC/AL X 56 CAPS.,MEDOCHEMIE LTD.,CIPRU,56,7664,1368571,0000000,0000000,
LYRICA 300 mg,PREGABALINUM,C1,W64908001,CAPS.,N03AX16,PRF,300mg,CUTIE X 14 CAPS. (BLIST. PVC/AL),PFIZER EUROPE MA EEIG,BELGIA,14,3614,2581428,0939143,0939143,
PREGABALIN ACCORD 300 mg,PREGABALINUM,C1,W65703001,CAPS.,N03AX16,PRF,300mg,CUTIE CU BLIST. PVC/AL X 14 CAPS.,ACCORD HEALTHCARE S.L.U.,SPANIA,14,3374,2410000,0767715,0767715,
PREGABALINA VIVANTA 300 mg,PREGABALINUM,C1,W65824001,CAPS.,N03AX16,PRF,300mg,CUTIE CU BLIST. PVC-ACLAR/AL X 14 CAPS.,"VIVANTA GENERICS S.R.O.,",CEHIA,14,2479,1770714,0128429,0128429,
PREGABALINA VIVANTA 300 mg,PREGABALINUM,C1,W65824002,CAPS.,N03AX16,PRF,300mg,CUTIE CU BLIST. PVC-ACLAR/AL X 21 CAPS.,"VIVANTA GENERICS S.R.O.,",CEHIA,21,3600,1714285,0072000,0072000,
PREGABALINA VIVANTA 300 mg,PREGABALINUM,C1,W65824003,CAPS.,N03AX16,PRF,300mg,CUTIE CU BLIST. PVC-ACLAR/AL X 56 CAPS.,"VIVANTA GENERICS S.R.O.,",CEHIA,56,9127,1629821,0000000,0000000,
PREGABALINA VIVANTA 300 mg,PREGABALINUM,C1,W65824004,CAPS.,N03AX16,PRF,300mg,CUTIE CU BLIST. PVC-ACLAR/AL X 70 CAPS.,"VIVANTA GENERICS S.R.O.,",CEHIA,70,11394,1627714,0000000,0000000,
PREGABALINA VIVANTA 300 mg,PREGABALINUM,C1,W65824005,CAPS.,N03AX16,PRF,300mg,CUTIE CU BLIST. PVC-ACLAR/AL X 84 CAPS.,"VIVANTA GENERICS S.R.O.,",CEHIA,84,13201,1571547,0000000,0000000,
PREGABALINA VIVANTA 300 mg,PREGABALINUM,C1,W65824006,CAPS.,N03AX16,PRF,300mg,CUTIE CU BLIST. PVC-ACLAR/AL X 100 CAPS.,"VIVANTA GENERICS S.R.O.,",CEHIA,100,15435,1543500,0000000,0000000,
PREGABALINA AUROBINDO 300 mg,PREGABALINUM,C1,W66014005,CAPS.,N03AX16,PRF,300mg,CUTIE CU BLIST. PVC/AL X 60 CAPS.,AUROBINDO PHARMA ROMANIA S.R.L.,ROMANIA,60,17927,2987833,1345548,1345548,
LYRICA 300 mg,PREGABALINUM,C1,W66798001,CAPS.,N03AX16,PRF,300mg,CUTIE X 14 CAPS. (BLIST. PVC/AL),UPJOHN EESV,OLANDA,14,3614,2581428,0939143,0939143,
LYRICA 75 mg,PREGABALINUM,C1,W41743001,CAPS.,N03AX16,P-RF,75mg,"CUTIE X 14 CAPS., (BLIST. PVC/AL)",PFIZER LIMITED,MAREA BRITANIE,14,1479,1056428,0365358,0365358,
LYRICA 75 mg,PREGABALINUM,C1,W41743002,CAPS.,N03AX16,P-RF,75mg,"CUTIE X 56 CAPS., (BLIST. PVC/AL)",PFIZER LIMITED,MAREA BRITANIE,56,5726,1022500,0331430,0331430,
PRAGIOLA 75 mg,PREGABALINUM,C1,W61763001,CAPS.,N03AX16,PRF,75mg,CUTIE CU BLIST. PVC-PVDC/AL X 14 CAPS.,"KRKA, D.D., NOVO MESTO",SLOVENIA,14,835,0596428,0000000,0000000,
PRAGIOLA 75 mg,PREGABALINUM,C1,W61763004,CAPS.,N03AX16,PRF,75mg,CUTIE CU BLIST. PVC-PVDC/AL X 56 CAPS.,"KRKA, D.D., NOVO MESTO",SLOVENIA,56,3342,0596785,0000000,0000000,
PREGABALIN ZENTIVA 75 mg,PREGABALINUM,C1,W62052001,CAPS.,N03AX16,PRF,75mg,CUTIE CU BLIST. PVC/AL X 56 CAPS.,"ZENTIVA, K.S.",REPUBLICA CEHA,56,3225,0575892,0000000,0000000,
PREGABALINA AUROBINDO 75 mg,PREGABALINUM,C1,W62311005,CAPS.,N03AX16,PRF,75mg,CUTIE CU BLIST. PVC/AL X 60 CAPSULE,AUROBINDO PHARMA (MALTA) LIMITED,MALTA,60,6537,1089500,0398430,0398430,
PREGABALINA TERAPIA 75 mg,PREGABALINUM,C1,W62571001,CAPS.,N03AX16,PRF,75mg,CUTIE CU BLIST. OPA-AL-PVC/AL X 14 CAPS.,TERAPIA S.A.,ROMANIA,14,2652,1894285,1203215,1203215,
PREGABALINA TERAPIA 75 mg,PREGABALINUM,C1,W62571003,CAPS.,N03AX16,PRF,75mg,CUTIE CU BLIST. OPA-AL-PVC/AL X 56 CAPS.,TERAPIA S.A.,ROMANIA,56,3975,0709821,0018751,0018751,
PREGABALINA TERAPIA 75 mg,PREGABALINUM,C1,W62571008,CAPS.,N03AX16,PRF,75mg,CUTIE CU BLIST. PVC/AL X 14 CAPS.,TERAPIA S.A.,ROMANIA,14,2652,1894285,1203215,1203215,
PREGABALINA TERAPIA 75 mg,PREGABALINUM,C1,W62571011,CAPS.,N03AX16,PRF,75mg,CUTIE CU BLIST. PVC/AL X 56 CAPS.,TERAPIA S.A.,ROMANIA,56,3975,0709821,0018751,0018751,
PREGABALIN ACCORD 75 mg,PREGABALINUM,C1,W62609001,CAPS.,N03AX16,PRF,75mg,CUTIE CU BLIST. PVC/AL X 14 CPAS.,ACCORD HEALTHCARE LIMITED,MAREA BRITANIE,14,955,0682142,0000000,0000000,
PREGABALIN ACCORD 75 mg,PREGABALINUM,C1,W62609002,CAPS.,N03AX16,PRF,75mg,CUTIE CU BLIST. PVC/AL X 56 CPAS.,ACCORD HEALTHCARE LIMITED,MAREA BRITANIE,56,3699,0660535,0000000,0000000,
PREGABALIN SANDOZ GMBH 75 mg,PREGABALINUM,C1,W62900001,CAPS.,N03AX16,PRF,75mg,CUTIE CU BLIST. PVC/PVDC/AL X 56 CAPS.,SANDOZ GMBH,AUSTRIA,56,3225,0575892,0000000,0000000,
SIRANALEN 75 mg,PREGABALINUM,C1,W63185001,CAPS.,N03AX16,PRF,75mg,CUTIE CU BLIST. PVC/AL X 14 CAPS.,MEDOCHEMIE LTD.,CIPRU,14,807,0576428,0000000,0000000,
SIRANALEN 75 mg,PREGABALINUM,C1,W63185004,CAPS.,N03AX16,PRF,75mg,CUTIE CU BLIST. PVC/AL X 56 CAPS.,MEDOCHEMIE LTD.,CIPRU,56,3233,0577321,0000000,0000000,
SIRANALEN 75 mg,PREGABALINUM,C1,W63185008,CAPS.,N03AX16,PRF,75mg,CUTIE CU BLIST. PVC-PVDC/AL X 14 CAPS.,MEDOCHEMIE LTD.,CIPRU,14,807,0576428,0000000,0000000,
SIRANALEN 75 mg,PREGABALINUM,C1,W63185011,CAPS.,N03AX16,PRF,75mg,CUTIE CU BLIST. PVC-PVDC/AL X 56 CAPS.,MEDOCHEMIE LTD.,CIPRU,56,3233,0577321,0000000,0000000,
LYRICA 75 mg,PREGABALINUM,C1,W64906002,CAPS.,N03AX16,PRF,75mg,CUTIE X 56 CAPS. (BLIST. PVC/AL),PFIZER EUROPE MA EEIG,BELGIA,56,5726,1022500,0331430,0331430,
LYRICA 75 mg,PREGABALINUM,C1,W64906001,CAPS.,N03AX16,PRF,75mg,CUTIE X 14 CAPS. (BLIST. PVC/AL),PFIZER EUROPE MA EEIG,BELGIA,14,1479,1056428,0365358,0365358,
PREGABALIN SANDOZ 75 mg,PREGABALINUM,C1,W65242001,CAPS.,N03AX16,PRF,75mg,CUTIE CU BLIST. PVC/PVDC/AL X 56 CAPS.,SANDOZ GMBH,AUSTRIA,56,3225,0575892,0000000,0000000,
PREGABALIN ACCORD 75 mg,PREGABALINUM,C1,W65701001,CAPS.,N03AX16,PRF,75mg,CUTIE CU BLIST. PVC/AL X 14 CAPS.,ACCORD HEALTHCARE S.L.U.,SPANIA,14,955,0682142,0000000,0000000,
PREGABALIN ACCORD 75 mg,PREGABALINUM,C1,W65701002,CAPS.,N03AX16,PRF,75mg,CUTIE CU BLIST. PVC/AL X 56 CAPS.,ACCORD HEALTHCARE S.L.U.,SPANIA,56,3699,0660535,0000000,0000000,
PREGABALINA VIVANTA 75 mg,PREGABALINUM,C1,W65822001,CAPS.,N03AX16,PRF,75mg,CUTIE CU BLIST. PVC-ACLAR/AL X 14 CAPS.,"VIVANTA GENERICS S.R.O.,",CEHIA,14,955,0682142,0000000,0000000,
PREGABALINA VIVANTA 75 mg,PREGABALINUM,C1,W65822002,CAPS.,N03AX16,PRF,75mg,CUTIE CU BLIST. PVC-ACLAR/AL X 21 CAPS.,"VIVANTA GENERICS S.R.O.,",CEHIA,21,1435,0683333,0000000,0000000,
PREGABALINA VIVANTA 75 mg,PREGABALINUM,C1,W65822003,CAPS.,N03AX16,PRF,75mg,CUTIE CU BLIST. PVC-ACLAR/AL X 56 CAPS.,"VIVANTA GENERICS S.R.O.,",CEHIA,56,3686,0658214,0000000,0000000,
PREGABALINA VIVANTA 75 mg,PREGABALINUM,C1,W65822004,CAPS.,N03AX16,PRF,75mg,CUTIE CU BLIST. PVC-ACLAR/AL X 70 CAPS.,"VIVANTA GENERICS S.R.O.,",CEHIA,70,4625,0660714,0000000,0000000,
PREGABALINA VIVANTA 75 mg,PREGABALINUM,C1,W65822005,CAPS.,N03AX16,PRF,75mg,CUTIE CU BLIST. PVC-ACLAR/AL X 84 CAPS.,"VIVANTA GENERICS S.R.O.,",CEHIA,84,5551,0660833,0000000,0000000,
PREGABALINA VIVANTA 75 mg,PREGABALINUM,C1,W65822006,CAPS.,N03AX16,PRF,75mg,CUTIE CU BLIST. PVC-ACLAR/AL X 100 CAPS.,"VIVANTA GENERICS S.R.O.,",CEHIA,100,6388,0638800,0000000,0000000,
PREGABALINA AUROBINDO 75 mg,PREGABALINUM,C1,W66012005,CAPS.,N03AX16,PRF,75mg,CUTIE CU BLIST. PVC/AL X 60 CAPS.,AUROBINDO PHARMA ROMANIA S.R.L.,ROMANIA,60,6537,1089500,0398430,0398430,
LYRICA 75 mg,PREGABALINUM,C1,W66796001,CAPS.,N03AX16,PRF,75mg,CUTIE X 14 CAPS. (BLIST. PVC/AL),UPJOHN EESV,OLANDA,14,1479,1056428,0365358,0365358,
LYRICA 75 mg,PREGABALINUM,C1,W66796002,CAPS.,N03AX16,PRF,75mg,CUTIE X 56 CAPS. (BLIST. PVC/AL),UPJOHN EESV,OLANDA,56,5726,1022500,0331430,0331430,
SIRANALEN 20 mg/ml,PREGABALINUM,C1,W64181001,SOL. ORALA,N03AX16,PRF,20mg/ml,"CUTIE CU 1 FLAC. PEID CONTINAND 473 ML SOL. ORALA, O SERINGA PT. ADMINISTRARE ORALA, UN ADAPTOR DIN PLASTIC ALB CARE SE ATASEAZA LA FLAC. PRIN IMPINGERE",MEDOCHEMIE LTD.,CIPRU,1,14625,146250000,0000000,0000000,
DIACOMIT 250mg,STIRIPENTOLUM,C1,W51468002,CAPS.,N03AX17,P-RF/R,250mg,CUTIE X 1 FLAC. DIN PP X 60 CAPS.,BIOCODEX,FRANTA,60,82536,13756000,0000000,0000000,
DIACOMIT 500mg,STIRIPENTOLUM,C1,W58592002,CAPS.,N03AX17,P-RF/R,500mg,CUTIE X 1 FLAC. DIN PP X 60 CAPS.,BIOCODEX,FRANTA,60,"1.581,07",26351166,0000000,0000000,
DIACOMIT 250mg,STIRIPENTOLUM,C1,W51470002,PULB. PT. SUSP. ORALA,N03AX17,P-RF/R,250mg,CUTIE X 60 PLICURI HARTIE/AL/PE,BIOCODEX,FRANTA,60,82536,13756000,0000000,0000000,
DIACOMIT 500mg,STIRIPENTOLUM,C1,W51471002,PULB. PT. SUSP. ORALA,N03AX17,P-RF/R,500mg,CUTIE X 60 PLICURI HARTIE/AL/PE,BIOCODEX,FRANTA,60,"1.581,07",26351166,0000000,0000000,
BRIVIACT 100mg,BRIVARACETAMUM,C1,W63827001,COMPR. FILM.,N03AX23,PRF,100mg,CUTIE CU BLISTERE DIN PVC / PCTFE - AL X 56 COMPRIMATE FILMATE,U.C.B. PHARMA S.A.,BELGIA,56,44515,7949107,0000000,0000000,
BRIVIACT 10mg,BRIVARACETAMUM,C1,W63823001,COMPR. FILM.,N03AX23,PRF,10mg,CUTIE CU BLISTERE DIN PVC / PCTFE - AL X 14COMPRIMATE FILMATE,U.C.B. PHARMA S.A.,BELGIA,14,10937,7812142,0000000,0000000,
BRIVIACT 25mg,BRIVARACETAMUM,C1,W63824001,COMPR. FILM.,N03AX23,PRF,25mg,CUTIE CU BLISTERE DIN PVC / PCTFE - AL X 56 COMPRIMATE FILMATE,U.C.B. PHARMA S.A.,BELGIA,56,44515,7949107,0000000,0000000,
